statename	STATEFIP	YEAR	_TYPE_	_FREQ_	smartphonepct	comppct	broadbandpct	intpct	agepct
Vermont	50	2019	7	6543	0.8315599935	0.8705189065	0.8520057824	0.9337043706	45.44612563
Vermont	50	2020	7	6445	0.8502862917	0.8760525429	0.8473025947	0.9405523745	44.815671063
Virginia	51	2013	7	83044		0.8729360543	0.8807234257	0.8666726076	40.038124368
Virginia	51	2014	7	83393		0.8731655522	0.8764199862	0.8787020768	40.22886813
Virginia	51	2015	7	83472		0.8669738124	0.8814016173	0.8856557014	40.54402674
Virginia	51	2016	7	83546	0.8246343399	0.8651750507	0.8433877822	0.9101880897	40.876570991
Virginia	51	2017	7	84422	0.8785538742	0.8649184745	0.8387723334	0.9244626305	40.636398095
Virginia	51	2018	7	84755	0.8960868054	0.8670233898	0.8371289888	0.9329468143	41.045672822
Virginia	51	2019	7	84938	0.9110190514	0.8668882715	0.8375347494	0.9361108355	41.535155054
Virginia	51	2020	7	68506	0.9216901855	0.8794196924	0.8498514902	0.9449342001	41.776851663
Washington	53	2013	7	69593		0.8941367101	0.8730453685	0.8879703535	40.515727156
Washington	53	2014	7	70600		0.8924202854	0.8785224096	0.8997240789	40.642932011
Washington	53	2015	7	71804		0.8960782606	0.882092344	0.9137275393	40.720934767
Washington	53	2016	7	72383	0.8353722676	0.8869580253	0.8660477245	0.9377080361	41.004338035
Washington	53	2017	7	74695	0.8930565637	0.8906974147	0.8652410914	0.9465352616	40.997335832
Washington	53	2018	7	76225	0.9108148473	0.8884808791	0.864642057	0.9531945796	41.167149885
Washington	53	2019	7	77879	0.9262711751	0.893557949	0.8629590736	0.9616400874	41.556619885
Washington	53	2020	7	65452	0.9365555502	0.9068976083	0.8703713136	0.9656167852	41.780022001
West Virginia	54	2013	7	18268		0.7822483164	0.8797409084	0.7801185748	42.99479965
West Virginia	54	2014	7	18216		0.7752161383	0.8741296611	0.7834582133	43.618412385
West Virginia	54	2015	7	18051		0.7844098255	0.8818318318	0.8136997491	43.65314941
West Virginia	54	2016	7	17909	0.713430734	0.7671771402	0.8465831843	0.8535469108	43.573007985
West Virginia	54	2017	7	17758	0.7698700065	0.7576423102	0.8361854718	0.8666231377	43.571010249
West Virginia	54	2018	7	18066	0.794685005	0.7486450259	0.8099945085	0.8740602599	44.179121001
West Virginia	54	2019	7	18130	0.8177651427	0.7552216291	0.8174560937	0.8916802042	44.91693326
West Virginia	54	2020	7	14290	0.8466081163	0.772940642	0.8308270677	0.9080860085	45.119804059
Wisconsin	55	2013	7	58556		0.8408541715	0.8023655866	0.8300427802	41.731265797
Wisconsin	55	2014	7	58549		0.8435352234	0.8008607112	0.8426940149	42.23108849
Wisconsin	55	2015	7	58578		0.8412382947	0.8054397415	0.8558306924	42.411195329
Wisconsin	55	2016	7	58569	0.7468970204	0.8348356404	0.769766863	0.8843223522	42.59268555
Wisconsin	55	2017	7	59059	0.8143095373	0.8341612262	0.7662770274	0.8990739427	42.706615418
Wisconsin	55	2018	7	59833	0.8388170574	0.8319317425	0.7579354126	0.9077052455	42.734912172
Wisconsin	55	2019	7	59767	0.8605418304	0.8277302077	0.7612068966	0.9133211679	43.471112821
Wisconsin	55	2020	7	59600	0.8786372932	0.841896595	0.7737175678	0.9256395537	43.903540268
Wyoming	56	2013	7	5828		0.8650132861	0.7795154185	0.852081488	39.603980782
Wyoming	56	2014	7	5820		0.8550673281	0.7968784348	0.8626860383	39.757216495
Wyoming	56	2015	7	5819		0.8640724947	0.7715637772	0.8749111585	40.566592198
Wyoming	56	2016	7	5800	0.7930112319	0.8386521662	0.7745700246	0.8951684792	40.701551724
Wyoming	56	2017	7	5912	0.8557457213	0.8601117709	0.8071811149	0.9114565141	39.361129905
Wyoming	56	2018	7	5740	0.8674351585	0.8278097983	0.771288544	0.9135446686	41.981010453
Wyoming	56	2019	7	5967	0.8915412558	0.8384362567	0.7702135774	0.9311537796	41.194402547
Wyoming	56	2020	7	5251	0.9015151515	0.8542663477	0.768520554	0.9358054226	41.102647115
